C_MB,C_MB_integer,Delta0,Delta_min,L,Q_adiabatic,U,adiabatic_convergence_error,adiabatic_refinements,chern_checkpoint,chern_checkpoint_reused,chern_grid,delta0,index,maximum_abs_berry_flux,maximum_solver_residual,minimum_link_overlap,minimum_resta_modulus,polarization_points_used,refined,t
2.0000000000000004,2,3.0,0.23257735249282518,8,2.0000000000000004,-32.0,6.661338147750939e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0000_U_neg32d000000_t_p0d500000_N20.npz,False,20,0.9,0,0.3126282056070457,1.348668910923331e-08,0.2920503358944433,0.23091614764604249,20,True,0.5
2.0000000000000004,2,3.0,0.3082708032234365,8,2.000000000000001,-24.0,1.1102230246251565e-15,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0001_U_neg24d000000_t_p0d500000_N20.npz,False,20,0.9,1,0.3115251324796211,7.2274170454843265e-09,0.3026104592429432,0.2330473793952865,20,True,0.5
2.0,2,3.0,0.4548629269718276,8,2.0,-16.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0002_U_neg16d000000_t_p0d500000_N20.npz,False,20,0.9,2,0.30863982454942657,1.3237641538041353e-09,0.32343395503100286,0.23880640434852016,20,True,0.5
2.0,2,3.0,0.5933254344706711,8,2.0000000000000004,-12.0,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0003_U_neg12d000000_t_p0d500000_N20.npz,True,20,0.9,3,0.30507573865314214,5.778846563650754e-10,0.34352409650498633,0.246145651673728,20,True,0.5
2.0,2,3.0,0.8406887322276049,8,1.9999999999999998,-8.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0004_U_neg8d000000_t_p0d500000_N20.npz,True,20,0.9,4,0.2968477254772961,4.4019896199310777e-10,0.3804558102289593,0.2635517573640171,20,True,0.5
2.0,2,3.0,1.0462066622489772,8,2.0,-6.0,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0005_U_neg6d000000_t_p0d500000_N20.npz,True,20,0.9,5,0.28824950607925043,5.748294363128032e-10,0.4124108559843656,0.2819436956716013,20,True,0.5
2.0,2,3.0,1.3454642443979417,8,1.9999999999999998,-4.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0006_U_neg4d000000_t_p0d500000_N20.npz,True,20,0.9,6,0.2725216237932797,2.7390408346054234e-10,0.46260195276193916,0.3152397565359356,20,True,0.5
2.0000000000000004,2,3.0,1.7314738111594483,8,2.000000000000001,-2.0,1.1102230246251565e-15,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0007_U_neg2d000000_t_p0d500000_N20.npz,True,20,0.9,7,0.24191548650273367,2.1769443541048283e-10,0.5464267053837195,0.37709047781088767,20,True,0.5
2.0000000000000004,2,3.0,1.9999999999999751,8,2.0,0.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0008_U_p0d000000_t_p0d500000_N10.npz,True,10,0.9,8,0.525462641414131,7.83281359683659e-11,0.37897801295552314,0.48453032794195294,20,False,0.5
2.0,2,3.0,1.7314738111594101,8,1.9999999999999998,2.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0009_U_p2d000000_t_p0d500000_N10.npz,True,10,0.9,9,0.40915824857671834,1.2525476292621655e-10,0.5200668305848172,0.628314170651109,20,False,0.5
2.0000000000000004,2,3.0,1.3454642443980793,8,2.0,4.0,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0010_U_p4d000000_t_p0d500000_N10.npz,True,10,0.9,10,0.2795965538524516,5.891760966960833e-11,0.6190784508264693,0.6975500319452251,20,False,0.5
2.0000000000000004,2,3.0,1.301995739847511,8,2.0,4.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0011_U_p4d250000_t_p0d500000_N10.npz,True,10,0.9,11,0.2811419872932227,5.264498900278127e-11,0.5646861504549471,0.7071086303338889,20,False,0.5
1.9999999999999998,2,3.0,1.2602868616614948,8,2.0,4.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0012_U_p4d500000_t_p0d500000_N10.npz,True,10,0.9,12,0.27789685567081507,5.118592638325185e-11,0.5029417413908988,0.7149031233828681,20,False,0.5
2.0,2,3.0,1.2203541119685788,8,2.0,4.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0013_U_p4d750000_t_p0d500000_N10.npz,True,10,0.9,13,0.26941246418676573,4.596997310252173e-11,0.4342820259410054,0.7142940295161283,20,False,0.5
1.9999999999999998,2,3.0,1.1821833049287251,8,1.9999999999999998,5.0,2.220446049250313e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0014_U_p5d000000_t_p0d500000_N10.npz,True,10,0.9,14,0.2555431676279805,4.651847685589208e-11,0.3601532046650025,0.7035336670321855,20,False,0.5
2.0000000000000004,2,3.0,1.0887433678614773,8,2.0,5.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0015_U_p5d250000_t_p0d500000_N20.npz,True,20,0.9,15,0.0882281664902035,4.028476341694039e-11,0.7603430310388339,0.6520142583617606,20,True,0.5
2.0,2,3.0,0.8776266220109221,8,1.9999999999999996,5.5,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0016_U_p5d500000_t_p0d500000_N20.npz,True,20,0.9,16,0.10317297417886448,3.5099120656119077e-11,0.7255119411579353,0.58968554372723,20,True,0.5
2.0,2,3.0,0.6702837360096332,8,2.0,5.75,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0017_U_p5d750000_t_p0d500000_N20.npz,True,20,0.9,17,0.12161929336323599,3.582278521581378e-11,0.6916952778370552,0.5130474506011007,40,True,0.5
1.9999999999999998,2,3.0,0.629372548852579,8,2.0,5.8,2.220446049250313e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0018_U_p5d800000_t_p0d500000_N20.npz,True,20,0.9,18,0.1259802885342844,3.356950507256795e-11,0.6853882379354386,0.4955208216808377,40,True,0.5
2.0,2,3.0,0.4682538965490175,8,2.0,6.0,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0019_U_p6d000000_t_p0d500000_N20.npz,True,20,0.9,19,0.1474845240747386,3.2894812850569637e-11,0.6629010798337099,0.4157490744055082,40,True,0.5
2.0,2,3.0,0.3129875949692762,8,1.9999999999999996,6.2,8.881784197001252e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0020_U_p6d200000_t_p0d500000_N20.npz,True,20,0.9,20,0.18234917320038346,3.122464549104321e-11,0.646642584464,0.3153122861151135,40,True,0.5
2.0,2,3.0,0.2755077241301569,8,2.0000000000000004,6.25,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0021_U_p6d250000_t_p0d500000_N20.npz,True,20,0.9,21,0.19548964718374265,2.9425156629912174e-11,0.6438138216892454,0.2859152299167776,40,True,0.5
2.0,2,3.0,0.10066680634959457,8,1.9999999999999996,6.5,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0022_U_p6d500000_t_p0d500000_N20.npz,True,20,0.9,22,0.35440251207584167,2.6924097490155148e-11,0.6379221657267322,0.10484367259354326,40,True,0.5
0.0,0,3.0,0.04165517288815401,8,0.0,6.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0023_U_p6d750000_t_p0d500000_N20.npz,True,20,0.9,23,0.42497848832425283,3.0397243219067584e-11,0.6666958266928099,0.6473647476609411,20,True,0.5
-1.9436723053388158e-16,0,3.0,0.13713339503999,8,5.551115123125783e-17,7.0,5.551115123125783e-17,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0024_U_p7d000000_t_p0d500000_N20.npz,True,20,0.9,24,0.13420753008377542,2.6824894115994618e-11,0.6771839835180656,0.7089662318478653,20,True,0.5
-6.184411880623505e-17,0,3.0,0.15467826072380242,8,0.0,7.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0025_U_p7d250000_t_p0d500000_N20.npz,True,20,0.9,25,0.07371964922465643,2.4427067230162634e-11,0.6849573127915852,0.7599485315241435,20,True,0.5
-8.834874115176436e-18,0,3.0,0.1441844988606471,8,0.0,7.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0026_U_p7d500000_t_p0d500000_N20.npz,True,20,0.9,26,0.049723936671556286,2.3349212298071037e-11,0.6910554027554783,0.8011099283813105,20,True,0.5
-1.4577542290041119e-16,0,3.0,0.13402235093291948,8,0.0,7.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0027_U_p7d750000_t_p0d500000_N20.npz,True,20,0.9,27,0.03722573953323781,2.259676642299431e-11,0.6959434455172412,0.8339492945927576,20,True,0.5
-3.975693351829396e-17,0,3.0,0.12463316843938399,8,0.0,8.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0028_U_p8d000000_t_p0d500000_N20.npz,True,20,0.9,28,0.02962819938431949,1.966602714030243e-11,0.6999416372383687,0.8576274539143744,20,True,0.5
1.115402857041025e-16,0,3.0,0.11616295095686846,8,0.0,8.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0029_U_p8d250000_t_p0d500000_N20.npz,True,20,0.9,29,0.02450745416182974,2.3405618152616507e-11,0.7032674284755246,0.8721124038288863,20,True,0.5
-1.0436195048552164e-16,0,3.0,0.1086059053881323,8,0.0,8.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0030_U_p8d500000_t_p0d500000_N20.npz,True,20,0.9,30,0.020794450324869155,1.9221611488559442e-11,0.7060707545155059,0.8833326133853442,20,True,0.5
-4.086129278269101e-17,0,3.0,0.10188960058808938,8,0.0,8.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0031_U_p8d750000_t_p0d500000_N20.npz,True,20,0.9,31,0.017957336082136732,2.1001742208220404e-11,0.7084582475602483,0.8916321025066134,20,True,0.5
-1.6951914708494786e-16,0,3.0,0.09591948251609339,8,0.0,9.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0032_U_p9d000000_t_p0d500000_N20.npz,True,20,0.9,32,0.01570617974754193,2.2262915996095112e-11,0.7105084670823479,0.8991970597496852,20,True,0.5
3.660950961476235e-16,0,3.0,0.09059996867375286,8,0.0,9.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0033_U_p9d250000_t_p0d500000_N20.npz,True,20,0.9,33,0.013870439577200308,1.948229707465572e-11,0.7122811847084002,0.9060886263267032,20,True,0.5
-4.969616689786745e-18,0,3.0,0.0858433102792523,8,0.0,9.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0034_U_p9d500000_t_p0d500000_N20.npz,True,20,0.9,34,0.012342984821906312,1.7285483825430954e-11,0.7138230772945017,0.9123670103949256,20,True,0.5
9.387053747374963e-17,0,3.0,0.0815724846714142,8,0.0,9.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0035_U_p9d750000_t_p0d500000_N20.npz,True,20,0.9,35,0.011052579341437992,1.668284101832843e-11,0.7151713233009678,0.9172210198409034,20,True,0.5
-7.620078924339676e-17,0,3.0,0.07772136698498466,8,0.0,10.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0036_U_p10d000000_t_p0d500000_N20.npz,True,20,0.9,36,0.009949507908337077,1.7858693031132828e-11,0.7163559734816717,0.9214251798052256,20,True,0.5
-3.451122701240795e-17,0,3.0,0.05679754767196521,8,0.0,12.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0037_U_p12d000000_t_p0d500000_N20.npz,True,20,0.9,37,0.004893659334157779,1.637873006557786e-11,0.7221674445841334,0.9441940394326885,20,True,0.5
0.0,0,3.0,0.03770957627647992,8,0.0,16.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0038_U_p16d000000_t_p0d500000_N20.npz,True,20,0.9,38,0.0018905888007512107,1.3629955907653808e-11,0.7262208781170331,0.9665362360550243,20,True,0.5
8.42073939102754e-18,0,3.0,0.02317135146061261,8,0.0,24.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0039_U_p24d000000_t_p0d500000_N20.npz,True,20,0.9,39,0.0005866355139743158,6.783321697489235e-12,0.7282557454320093,0.9843802725024386,20,True,0.5
-6.527798589396964e-17,0,3.0,0.016907557968668357,8,0.0,32.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0040_U_p32d000000_t_p0d500000_N20.npz,True,20,0.9,40,0.000251603176889549,7.10112865193067e-12,0.7288259549895683,0.9910552541510483,20,True,0.5
1.9999999999999998,2,3.0,0.2730501446383471,8,2.0,-32.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0041_U_neg32d000000_t_p0d600000_N20.npz,False,20,0.9,41,0.3122951923212716,1.373754621985859e-08,0.2916039042106611,0.24305488574903528,20,True,0.6
2.0,2,3.0,0.3616434830782538,8,2.0,-24.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0042_U_neg24d000000_t_p0d600000_N20.npz,False,20,0.9,42,0.31095394369083834,7.443045709338364e-09,0.30389909725449077,0.2456096398915027,20,True,0.6
2.0,2,3.0,0.5325601547175012,8,2.000000000000001,-16.0,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0043_U_neg16d000000_t_p0d600000_N20.npz,False,20,0.9,43,0.30745323200789787,2.2298068870747223e-09,0.3281738440854617,0.25247742155550124,20,True,0.6
1.9999999999999993,2,3.0,0.6930062950666525,8,2.0,-12.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0044_U_neg12d000000_t_p0d600000_N20.npz,True,20,0.9,44,0.3031454502583453,2.0124276240457404e-09,0.35158840816378145,0.2611553399670807,20,True,0.6
2.0000000000000004,2,3.0,0.9770504683748769,8,2.0000000000000004,-8.0,4.440892098500626e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0045_U_neg8d000000_t_p0d600000_N20.npz,True,20,0.9,45,0.2932652642428791,7.031531479685008e-10,0.3944975757557331,0.2814126244582432,20,True,0.6
2.0,2,3.0,1.2110667686745096,8,2.0,-6.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0046_U_neg6d000000_t_p0d600000_N20.npz,True,20,0.9,46,0.2830503546002271,3.6793780728441153e-10,0.43138056732808383,0.3023398237684808,20,True,0.6
2.0,2,3.0,1.5528803284455854,8,2.000000000000001,-4.0,8.881784197001252e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0047_U_neg4d000000_t_p0d600000_N20.npz,True,20,0.9,47,0.26469796651692473,2.186030838742971e-10,0.4885525730704877,0.33904329406660694,20,True,0.6
1.9999999999999998,2,3.0,2.026782116912912,8,2.0000000000000004,-2.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0048_U_neg2d000000_t_p0d600000_N10.npz,True,10,0.9,48,0.5645715188455747,1.462599475899902e-10,0.35157924502621507,0.4035738855215455,20,False,0.6
2.0,2,3.0,2.399999999999901,8,2.0,0.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0049_U_p0d000000_t_p0d600000_N10.npz,True,10,0.9,49,0.5089212881556769,5.58230403074762e-11,0.409197378325608,0.5070468721664754,20,False,0.6
2.0,2,3.0,2.0267821169128792,8,2.0,2.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0050_U_p2d000000_t_p0d600000_N10.npz,True,10,0.9,50,0.39159678090273226,1.0321922639748474e-10,0.5546802765953968,0.6368580919815937,20,False,0.6
2.0000000000000004,2,3.0,1.5528803284456574,8,2.0000000000000004,4.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0051_U_p4d000000_t_p0d600000_N10.npz,True,10,0.9,51,0.2706224058520856,5.601432204618457e-11,0.6471958390596759,0.7032483347618188,20,False,0.6
2.0,2,3.0,1.5027837756659501,8,2.0,4.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0052_U_p4d250000_t_p0d600000_N10.npz,True,10,0.9,52,0.2710106992747169,6.574888597019736e-11,0.5987530218500345,0.7115273368930751,20,False,0.6
2.0,2,3.0,1.4549362649076558,8,2.0,4.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0053_U_p4d500000_t_p0d600000_N10.npz,True,10,0.9,53,0.2674143131184963,5.977587847564166e-11,0.5434013953567176,0.7109036955991083,20,False,0.6
2.0000000000000004,2,3.0,1.409280071678623,8,1.9999999999999996,4.75,8.881784197001252e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0054_U_p4d750000_t_p0d600000_N10.npz,True,10,0.9,54,0.259515902111514,2.8153928006135965e-11,0.4810184455022029,0.7074111952113592,20,False,0.6
2.0000000000000004,2,3.0,1.3657424835614949,8,1.9999999999999998,5.0,2.220446049250313e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-ut-20260728T195000/stage10/pair_0055_U_p5d000000_t_p0d600000_N10.npz,True,10,0.9,55,0.24720582631753504,3.8889092576013585e-11,0.4121561476926936,0.6662314014863717,20,False,0.6
2.0,2,3.0,1.1723785946206826,8,2.0,5.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0056_U_p5d250000_t_p0d600000_N20.npz,True,20,0.9,56,0.08712094076595946,3.507092251573922e-11,0.7876423500656335,0.6182900029904194,20,True,0.6
2.0000000000000004,2,3.0,0.9649708476259216,8,2.0,5.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0057_U_p5d500000_t_p0d600000_N20.npz,True,20,0.9,57,0.10158780369448892,4.504328584503731e-11,0.7563797669995811,0.562077757268612,20,True,0.6
2.0,2,3.0,0.7610295574587571,8,2.0,5.75,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0058_U_p5d750000_t_p0d600000_N20.npz,True,20,0.9,58,0.11948055922517198,3.8917690110512284e-11,0.7244714365436081,0.49521977671487244,40,True,0.6
2.0,2,3.0,0.7207457324473543,8,1.9999999999999996,5.8,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0059_U_p5d800000_t_p0d600000_N20.npz,True,20,0.9,59,0.1236592981616411,3.9304660750703834e-11,0.7182373727774012,0.48025878812452855,40,True,0.6
2.0,2,3.0,0.5617868123928087,8,2.0000000000000004,6.0,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0060_U_p6d000000_t_p0d600000_N20.npz,True,20,0.9,60,0.14358949529696957,3.4770255983158634e-11,0.6946468189977798,0.4137068058816073,40,True,0.6
2.0000000000000004,2,3.0,0.4075144030398681,8,1.9999999999999996,6.2,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0061_U_p6d200000_t_p0d600000_N20.npz,True,20,0.9,61,0.17262022783620135,3.506239446012431e-11,0.674556132176409,0.33349768741765284,40,True,0.6
2.0000000000000004,2,3.0,0.3699425721563516,8,2.0,6.25,4.440892098500626e-16,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0062_U_p6d250000_t_p0d600000_N20.npz,True,20,0.9,62,0.1824763708619326,3.70357861221897e-11,0.6702860998546254,0.31073728045378374,40,True,0.6
2.0,2,3.0,0.19073821256127754,8,2.0,6.5,0.0,2,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0063_U_p6d500000_t_p0d600000_N20.npz,True,20,0.9,63,0.2710401006819985,3.1421014041615615e-11,0.6545069818765661,0.17597152426990811,40,True,0.6
2.0,2,3.0,0.03292788609059816,8,0.0,6.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0064_U_p6d750000_t_p0d600000_N20.npz,True,20,0.9,64,0.6505603718505535,3.152683719440974e-11,0.6483087328197651,0.0008628305036862647,20,True,0.6
1.0601848938211722e-16,0,3.0,0.09232899392652394,8,0.0,7.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0065_U_p7d000000_t_p0d600000_N20.npz,True,20,0.9,65,0.26912234251901995,2.951564016768729e-11,0.6844701003151611,0.6677806205283898,20,True,0.6
1.0601848938211722e-16,0,3.0,0.17749946578624476,8,0.0,7.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0066_U_p7d250000_t_p0d600000_N20.npz,True,20,0.9,66,0.12071325079570974,1.9021256113508422e-11,0.6943127860274667,0.7164004729949678,20,True,0.6
-1.1485336349729365e-16,0,3.0,0.18734343982498336,8,-1.1102230246251565e-16,7.5,1.6653345369377348e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0067_U_p7d500000_t_p0d600000_N20.npz,True,20,0.9,67,0.07355073735496179,2.6706237264442937e-11,0.7018871782944729,0.7578959629227469,20,True,0.6
-7.951386703658792e-17,0,3.0,0.17741600636930044,8,0.0,7.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0068_U_p7d750000_t_p0d600000_N20.npz,True,20,0.9,68,0.051482342172864924,2.353532450074427e-11,0.707778974711343,0.792726535964918,20,True,0.6
-2.297067269945873e-16,0,3.0,0.16747670086199928,8,0.0,8.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0069_U_p8d000000_t_p0d600000_N20.npz,True,20,0.9,69,0.03901054402659834,2.3535624725690276e-11,0.7124338508909897,0.8216926490854677,20,True,0.6
-2.208718528794109e-17,0,3.0,0.1579555922713991,8,0.0,8.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0070_U_p8d250000_t_p0d600000_N20.npz,True,20,0.9,70,0.03111064263769092,2.7250738750509173e-11,0.716175717905738,0.8456973156344839,20,True,0.6
7.288771145020559e-17,0,3.0,0.14906538513464995,8,0.0,8.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0071_U_p8d500000_t_p0d600000_N20.npz,True,20,0.9,71,0.025695621217546843,2.1863490208693808e-11,0.7192349711237964,0.8638288807887681,20,True,0.6
3.754821498949985e-17,0,3.0,0.14088361206110034,8,0.0,8.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0072_U_p8d750000_t_p0d600000_N20.npz,True,20,0.9,72,0.02175958267619614,2.651546155409353e-11,0.7217748340826311,0.876124333706381,20,True,0.6
-1.31970932095448e-16,0,3.0,0.1334113775989827,8,0.0,9.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0073_U_p9d000000_t_p0d600000_N20.npz,True,20,0.9,73,0.018766890647975935,2.0260757252583827e-11,0.7239118777480931,0.8865319569540345,20,True,0.6
8.614002262297024e-17,0,3.0,0.12661064243496467,8,0.0,9.25,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0074_U_p9d250000_t_p0d600000_N20.npz,True,20,0.9,74,0.016410549168234367,2.04971512293767e-11,0.725730655656758,0.89379947133394,20,True,0.6
3.103249532955723e-16,0,3.0,0.12042615693647263,8,0.0,9.5,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0075_U_p9d500000_t_p0d600000_N20.npz,True,20,0.9,75,0.014503945292188063,1.9624493351940718e-11,0.7272936890684539,0.9004786734408786,20,True,0.6
1.8829325457969777e-16,0,3.0,0.11479760849095011,8,0.0,9.75,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0076_U_p9d750000_t_p0d600000_N20.npz,True,20,0.9,76,0.012927854301596485,1.7329543947527273e-11,0.7286481527851885,0.9066159546500495,20,True,0.6
-6.626155586382327e-17,0,3.0,0.10966593098460353,8,0.0,10.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0077_U_p10d000000_t_p0d600000_N20.npz,True,20,0.9,77,0.011602721398687682,1.750064100014072e-11,0.7298303412712434,0.9122564272387036,20,True,0.6
2.5400263081132252e-17,0,3.0,0.08102716168111201,8,0.0,12.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0078_U_p12d000000_t_p0d600000_N20.npz,True,20,0.9,78,0.005700954678638956,1.9880700628401686e-11,0.7355644157598902,0.9384415127804439,20,True,0.6
-8.779656151956583e-17,0,3.0,0.05411458140544445,8,0.0,16.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0079_U_p16d000000_t_p0d600000_N20.npz,True,20,0.9,79,0.0021451946724144405,1.2818928494143189e-11,0.7395460458482452,0.9626604237448111,20,True,0.6
9.842601943938747e-17,0,3.0,0.03332988377448409,8,0.0,24.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0080_U_p24d000000_t_p0d600000_N20.npz,True,20,0.9,80,0.0006715392087973757,9.345204546026499e-12,0.7415457160155764,0.9824073594857556,20,True,0.6
-2.1855960066957956e-16,0,3.0,0.02433351783727658,8,0.0,32.0,0.0,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0081_U_p32d000000_t_p0d600000_N20.npz,True,20,0.9,81,0.0002889511495675613,7.796277918553026e-12,0.7421047156887794,0.9898897383421028,20,True,0.6
2.0000000000000004,2,3.0,0.3143446057948438,8,1.9999999999999996,-32.0,8.881784197001252e-16,1,/public/home/student090/quantum-pump-l8/runs/l8-allobs-20260728T230945/chern20/pair_0082_U_neg32d000000_t_p0d700000_N20.npz,False,20,0.9,82,0.3119133935916894,1.3914736028296717e-08,0.29388415001548757,0.25001774314779923,20,True,0.7
